"sensor_id","airtemp","day","hour","latitude","longitude","year","install_type","borough","ntacode"
"Bk-BR_01","71.189","2018-06-15T00:00:00.000","1","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","70.24333333","2018-06-15T00:00:00.000","2","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","69.39266667","2018-06-15T00:00:00.000","3","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","68.26316667","2018-06-15T00:00:00.000","4","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","67.114","2018-06-15T00:00:00.000","5","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","65.9655","2018-06-15T00:00:00.000","6","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","67.11433333","2018-06-15T00:00:00.000","7","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","68.89233333","2018-06-15T00:00:00.000","8","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","71.07416667","2018-06-15T00:00:00.000","9","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","73.28616667","2018-06-15T00:00:00.000","10","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","73.379","2018-06-15T00:00:00.000","11","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","73.42866667","2018-06-15T00:00:00.000","12","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","73.57266667","2018-06-15T00:00:00.000","13","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","75.38483333","2018-06-15T00:00:00.000","14","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","75.72433333","2018-06-15T00:00:00.000","15","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","76.50666667","2018-06-15T00:00:00.000","16","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","76.13666667","2018-06-15T00:00:00.000","17","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","78.066","2018-06-15T00:00:00.000","18","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","76.87233333","2018-06-15T00:00:00.000","19","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","73.90516667","2018-06-15T00:00:00.000","20","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","71.54733333","2018-06-15T00:00:00.000","21","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","70.2005","2018-06-15T00:00:00.000","22","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","69.17783333","2018-06-15T00:00:00.000","23","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","68.07783333","2018-06-16T00:00:00.000","0","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","68.47766667","2018-06-16T00:00:00.000","1","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","67.98483333","2018-06-16T00:00:00.000","2","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","67.14983333","2018-06-16T00:00:00.000","3","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","65.7875","2018-06-16T00:00:00.000","4","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","65.05216667","2018-06-16T00:00:00.000","5","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","65.9865","2018-06-16T00:00:00.000","6","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","69.13566667","2018-06-16T00:00:00.000","7","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","73.27183333","2018-06-16T00:00:00.000","8","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","76.13","2018-06-16T00:00:00.000","9","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","78.42766667","2018-06-16T00:00:00.000","10","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","80.3825","2018-06-16T00:00:00.000","11","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","81.3325","2018-06-16T00:00:00.000","12","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","82.6275","2018-06-16T00:00:00.000","13","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","84.288","2018-06-16T00:00:00.000","14","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","85.803","2018-06-16T00:00:00.000","15","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","85.698","2018-06-16T00:00:00.000","16","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","84.37166667","2018-06-16T00:00:00.000","17","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","83.60416667","2018-06-16T00:00:00.000","18","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
"Bk-BR_01","78.73416667","2018-06-16T00:00:00.000","19","40.66620508","-73.91691035","2018","Street Tree","Brooklyn","BK81"
