"dispatching_base_num","pickup_datetime","dropoff_datetime","pulocationid","dolocationid","sr_flag"
"B01239","2019-01-01T00:10:37.000","2019-01-01T00:26:19.000",,"265",
"B01239","2019-01-01T00:23:43.000","2019-01-01T00:32:33.000",,"265",
"B01239","2019-01-01T00:45:32.000","2019-01-01T01:01:02.000",,"265",
"B01239","2019-01-01T00:15:59.000","2019-01-01T00:24:00.000",,"265",
"B01239","2019-01-01T00:56:59.000","2019-01-01T01:02:15.000",,"265",
"B01239","2019-01-01T00:25:08.000","2019-01-01T00:32:01.000",,"265",
"B01239","2019-01-01T00:47:31.000","2019-01-01T01:10:15.000",,"265",
"B01239","2019-01-01T00:52:56.000","2019-01-01T00:57:03.000",,"265",
"B01239","2019-01-01T00:13:31.000","2019-01-01T00:19:55.000",,"265",
"B01239","2019-01-01T00:34:06.000","2019-01-01T00:51:46.000",,"265",
"B01239","2019-01-01T00:29:45.000","2019-01-01T00:41:49.000",,"265",
"B01239","2019-01-01T00:49:22.000","2019-01-01T00:52:44.000",,"265",
"B01239","2019-01-01T00:57:36.000","2019-01-01T01:11:59.000",,"265",
"B01239","2019-01-01T00:51:11.000","2019-01-01T00:57:26.000",,"265",
"B01239","2019-01-01T00:13:20.000","2019-01-01T00:34:35.000",,"265",
"B01239","2019-01-01T00:00:38.000","2019-01-01T00:10:09.000",,"265",
"B01239","2019-01-01T00:23:57.000","2019-01-01T00:40:00.000",,"265",
"B01239","2019-01-01T00:56:58.000","2019-01-01T01:02:02.000",,"265",
"B01239","2019-01-01T00:01:45.000","2019-01-01T00:09:13.000",,"265",
"B01239","2019-01-01T00:53:15.000","2019-01-01T00:56:22.000",,"265",
"B01239","2019-01-01T00:06:50.000","2019-01-01T00:18:17.000",,"265",
"B01239","2019-01-01T00:42:05.000","2019-01-01T00:48:48.000",,"265",
"B01239","2019-01-01T00:40:18.000","2019-01-01T00:51:18.000",,"265",
"B01239","2019-01-01T00:34:00.000","2019-01-01T00:46:28.000",,"265",
"B01239","2019-01-01T00:48:00.000","2019-01-01T01:07:03.000",,"265",
"B01239","2019-01-01T00:14:52.000","2019-01-01T00:22:00.000",,"265",
"B01239","2019-01-01T00:50:44.000","2019-01-01T00:56:08.000",,"265",
"B01239","2019-01-01T00:35:58.000","2019-01-01T00:50:06.000",,"265",
"B01239","2019-01-01T00:58:07.000","2019-01-01T01:27:20.000",,"265",
"B01239","2019-01-01T00:47:08.000","2019-01-01T00:56:27.000",,"265",
"B01239","2019-01-01T00:00:38.000","2019-01-01T00:03:49.000",,"265",
"B01239","2019-01-01T00:23:39.000","2019-01-01T00:34:22.000",,"265",
"B01239","2019-01-01T00:40:46.000","2019-01-01T00:52:49.000",,"265",
"B01239","2019-01-01T00:57:52.000","2019-01-01T01:08:37.000",,"265",
"B01239","2019-01-01T00:37:08.000","2019-01-01T00:41:49.000",,"265",
"B01239","2019-01-01T00:46:48.000","2019-01-01T01:04:02.000",,"265",
"B01239","2019-01-01T00:15:32.000","2019-01-01T00:48:57.000",,"265",
"B01239","2019-01-01T00:18:38.000","2019-01-01T00:36:29.000",,"265",
"B01239","2019-01-01T00:20:27.000","2019-01-01T00:27:57.000",,"265",
"B01239","2019-01-01T00:42:03.000","2019-01-01T00:46:43.000",,"265",
"B01239","2019-01-01T00:54:43.000","2019-01-01T00:59:51.000",,"265",
"B01239","2019-01-01T00:30:45.000","2019-01-01T00:36:56.000",,"265",
"B01239","2019-01-01T00:43:37.000","2019-01-01T00:56:01.000",,"265",
"B01239","2019-01-01T00:18:05.000","2019-01-01T00:28:44.000",,"265",
"B01239","2019-01-01T00:38:03.000","2019-01-01T01:06:08.000",,"265",
"B01239","2019-01-01T00:39:43.000","2019-01-01T00:49:04.000",,"265",
"B01239","2019-01-01T00:18:13.000","2019-01-01T00:22:53.000",,"265",
"B01239","2019-01-01T00:31:59.000","2019-01-01T00:40:58.000",,"265",
"B01239","2019-01-01T00:45:35.000","2019-01-01T00:49:45.000",,"265",
"B01239","2019-01-01T00:25:35.000","2019-01-01T00:39:39.000",,"265",
"B01239","2019-01-01T00:50:02.000","2019-01-01T01:05:11.000",,"265",
"B01239","2019-01-01T00:09:18.000","2019-01-01T00:19:41.000",,"265",
"B01239","2019-01-01T00:11:12.000","2019-01-01T00:17:21.000",,,
"B01239","2019-01-01T00:22:34.000","2019-01-01T00:39:05.000",,,
"B01239","2019-01-01T00:11:12.000","2019-01-01T00:17:21.000",,"265",
"B01239","2019-01-01T00:22:34.000","2019-01-01T00:39:05.000",,"265",
"B01239","2019-01-01T00:56:50.000","2019-01-01T01:13:25.000",,"265",
"B01239","2019-01-01T00:08:58.000","2019-01-01T00:15:14.000",,"265",
"B01239","2019-01-01T00:26:43.000","2019-01-01T00:45:23.000",,"265",
"B01239","2019-01-01T00:20:24.000","2019-01-01T00:32:14.000",,"265",
"B01239","2019-01-01T00:22:00.000","2019-01-01T00:32:45.000",,"265",
"B01239","2019-01-01T00:41:28.000","2019-01-01T00:58:33.000",,"265",
"B01239","2019-01-01T00:12:51.000","2019-01-01T00:26:33.000",,"265",
"B01239","2019-01-01T00:36:47.000","2019-01-01T00:54:09.000",,"265",
"B01239","2019-01-01T00:56:00.000","2019-01-01T00:59:29.000",,"265",
"B01239","2019-01-01T00:02:47.000","2019-01-01T00:21:31.000",,"265",
"B01239","2019-01-01T00:52:08.000","2019-01-01T01:28:22.000",,"265",
"B01239","2019-01-01T00:08:00.000","2019-01-01T00:19:08.000",,"265",
"B01239","2019-01-01T00:27:22.000","2019-01-01T00:36:18.000",,"265",
"B01239","2019-01-01T00:25:32.000","2019-01-01T00:31:43.000",,"265",
"B01239","2019-01-01T00:37:15.000","2019-01-01T00:40:45.000",,"265",
"B01239","2019-01-01T00:49:31.000","2019-01-01T00:57:33.000",,"265",
"B01259","2019-01-01T00:15:44.000","2019-01-01T00:20:34.000",,"265",
"B01263","2019-01-01T00:40:50.000","2019-01-01T00:52:57.000",,"265",
"B01285","2019-01-01T00:46:11.000","2019-01-01T01:01:29.000",,"265",
"B01285","2019-01-01T00:05:29.000","2019-01-01T00:15:53.000",,"265",
"B01285","2019-01-01T00:18:18.000","2019-01-01T00:25:23.000",,"265",
"B01285","2019-01-01T00:30:43.000","2019-01-01T00:44:00.000",,"265",
"B01285","2019-01-01T00:40:47.000","2019-01-01T00:52:15.000",,"265",
"B01285","2019-01-01T00:24:04.000","2019-01-01T00:36:55.000",,"265",
"B01285","2019-01-01T00:19:13.000","2019-01-01T00:34:07.000",,"265",
"B01285","2019-01-01T00:38:19.000","2019-01-01T00:54:18.000",,"265",
"B01285","2019-01-01T00:24:49.000","2019-01-01T01:42:31.000",,"265",
"B01285","2019-01-01T00:24:42.000","2019-01-01T00:32:50.000",,"265",
"B01285","2019-01-01T00:53:09.000","2019-01-01T01:00:41.000",,"265",
"B01300","2019-01-01T00:07:10.000","2019-01-01T00:38:04.000",,,
"B01300","2019-01-01T00:43:10.000","2019-01-01T01:00:49.000",,,
"B01300","2019-01-01T00:52:08.000","2019-01-01T01:02:09.000",,,
"B01300","2019-01-01T00:02:58.000","2019-01-01T00:06:16.000",,,
"B01300","2019-01-01T00:11:14.000","2019-01-01T00:22:06.000",,,
"B01300","2019-01-01T00:07:23.000","2019-01-01T00:12:14.000",,,
"B01300","2019-01-01T00:18:53.000","2019-01-01T00:27:21.000",,,
"B01300","2019-01-01T00:29:59.000","2019-01-01T00:33:39.000",,,
"B01300","2019-01-01T00:29:14.000","2019-01-01T00:39:01.000",,,
"B01300","2019-01-01T00:43:43.000","2019-01-01T00:55:06.000",,,
"B01300","2019-01-01T00:15:38.000","2019-01-01T00:30:19.000",,,
"B01300","2019-01-01T00:33:44.000","2019-01-01T00:39:10.000",,,
"B01300","2019-01-01T00:44:44.000","2019-01-01T00:53:22.000",,,
"B01300","2019-01-01T00:04:15.000","2019-01-01T00:20:54.000",,,
"B01300","2019-01-01T00:27:09.000","2019-01-01T00:37:47.000",,,
"B01300","2019-01-01T00:19:14.000","2019-01-01T00:28:34.000",,,
"B01300","2019-01-01T00:33:08.000","2019-01-01T00:45:11.000",,,
"B01300","2019-01-01T00:39:04.000","2019-01-01T00:48:34.000",,,
"B01300","2019-01-01T00:55:45.000","2019-01-01T01:06:08.000",,,
"B01300","2019-01-01T00:31:49.000","2019-01-01T00:37:45.000",,,
"B01300","2019-01-01T00:47:27.000","2019-01-01T00:57:20.000",,,
"B01300","2019-01-01T00:02:10.000","2019-01-01T00:26:56.000",,,
"B01300","2019-01-01T00:04:13.000","2019-01-01T00:12:38.000",,,
"B01300","2019-01-01T00:34:20.000","2019-01-01T00:38:49.000",,,
"B01308","2019-01-01T00:20:00.000","2019-01-01T00:35:00.000",,,
"B01308","2019-01-01T00:49:00.000","2019-01-01T00:54:00.000",,,
"B01308","2019-01-01T00:42:00.000","2019-01-01T00:48:00.000",,,
"B01308","2019-01-01T00:48:00.000","2019-01-01T00:58:00.000",,,
"B01308","2019-01-01T00:17:00.000","2019-01-01T00:22:00.000",,,
"B01308","2019-01-01T00:31:00.000","2019-01-01T00:47:00.000",,,
"B01308","2019-01-01T00:37:00.000","2019-01-01T00:57:00.000",,,
"B01315","2019-01-01T00:02:52.000","2019-01-01T00:20:06.000",,"265",
"B01315","2019-01-01T00:53:36.000","2019-01-01T01:08:57.000",,"265",
"B01315","2019-01-01T00:03:33.000","2019-01-01T00:08:00.000",,"265",
"B01315","2019-01-01T00:44:13.000","2019-01-01T00:47:39.000",,"265",
"B01315","2019-01-01T00:19:00.000","2019-01-01T00:35:27.000",,"265",
"B01315","2019-01-01T00:16:07.000","2019-01-01T00:27:54.000",,"265",
"B01315","2019-01-01T00:04:28.000","2019-01-01T00:13:10.000",,"265",
"B01315","2019-01-01T00:19:37.000","2019-01-01T00:52:45.000",,"265",
"B01315","2019-01-01T00:04:11.000","2019-01-01T00:27:33.000",,"265",
"B01315","2019-01-01T00:47:34.000","2019-01-01T00:52:05.000",,"265",
"B01315","2019-01-01T00:57:25.000","2019-01-01T01:07:34.000",,"265",
"B01315","2019-01-01T00:37:55.000","2019-01-01T00:43:52.000",,"265",
"B01315","2019-01-01T00:57:16.000","2019-01-01T01:00:28.000",,"265",
"B01318","2019-01-01T00:51:30.000","2019-01-01T01:06:51.000",,"265",
"B01332","2019-01-01T00:30:53.000","2019-01-01T00:50:09.000",,,
"B01336","2019-01-01T00:30:00.000","2019-01-01T01:06:00.000",,,
"B01338","2019-01-01T00:12:45.000","2019-01-01T00:23:00.000",,"265",
"B01338","2019-01-01T00:29:42.000","2019-01-01T00:36:17.000",,"265",
"B01338","2019-01-01T00:40:20.000","2019-01-01T00:44:11.000",,"265",
"B01338","2019-01-01T00:08:52.000","2019-01-01T00:31:22.000",,"265",
"B01338","2019-01-01T00:07:43.000","2019-01-01T00:12:15.000",,"265",
"B01338","2019-01-01T00:23:15.000","2019-01-01T00:31:13.000",,"265",
"B01338","2019-01-01T00:40:37.000","2019-01-01T00:45:37.000",,"265",
"B01338","2019-01-01T00:50:54.000","2019-01-01T01:01:15.000",,"265",
"B01338","2019-01-01T00:08:59.000","2019-01-01T00:21:15.000",,"265",
"B01338","2019-01-01T00:24:34.000","2019-01-01T00:36:48.000",,"265",
"B01338","2019-01-01T00:56:15.000","2019-01-01T01:00:42.000",,"265",
"B01338","2019-01-01T00:10:40.000","2019-01-01T00:28:59.000",,"265",
"B01338","2019-01-01T00:42:20.000","2019-01-01T01:01:52.000",,"265",
"B01338","2019-01-01T00:05:11.000","2019-01-01T00:10:07.000",,"265",
"B01338","2019-01-01T00:17:29.000","2019-01-01T00:29:25.000",,"265",
"B01338","2019-01-01T00:40:54.000","2019-01-01T00:49:50.000",,"265",
"B01338","2019-01-01T00:37:33.000","2019-01-01T00:46:00.000",,"265",
"B01338","2019-01-01T00:49:28.000","2019-01-01T01:04:28.000",,"265",
"B01338","2019-01-01T00:23:35.000","2019-01-01T00:49:41.000",,"265",
"B01338","2019-01-01T00:24:49.000","2019-01-01T00:38:16.000",,"265",
"B01338","2019-01-01T00:43:54.000","2019-01-01T00:54:56.000",,"265",
"B01338","2019-01-01T00:57:51.000","2019-01-01T01:52:16.000",,"265",
"B01339","2019-01-01T00:28:12.000","2019-01-01T00:36:59.000",,"265",
"B01339","2019-01-01T00:42:57.000","2019-01-01T00:57:36.000",,"265",
"B01339","2019-01-01T00:00:56.000","2019-01-01T00:24:55.000",,"265",
"B01339","2019-01-01T00:01:35.000","2019-01-01T00:18:01.000",,"265",
"B01339","2019-01-01T00:42:17.000","2019-01-01T00:45:55.000",,"265",
"B01339","2019-01-01T00:01:18.000","2019-01-01T00:09:17.000",,"265",
"B01339","2019-01-01T00:12:42.000","2019-01-01T00:17:32.000",,"265",
"B01339","2019-01-01T00:32:18.000","2019-01-01T01:14:19.000",,"265",
"B01339","2019-01-01T00:28:35.000","2019-01-01T00:43:34.000",,"265",
"B01339","2019-01-01T00:17:41.000","2019-01-01T00:26:49.000",,"265",
"B01339","2019-01-01T00:36:38.000","2019-01-01T00:38:49.000",,"265",
"B01339","2019-01-01T00:43:53.000","2019-01-01T00:59:16.000",,"265",
"B01339","2019-01-01T00:34:45.000","2019-01-01T00:35:29.000",,"265",
"B01339","2019-01-01T00:42:04.000","2019-01-01T00:52:34.000",,"265",
"B01339","2019-01-01T00:08:19.000","2019-01-01T00:13:14.000",,"265",
"B01339","2019-01-01T00:50:10.000","2019-01-01T00:52:30.000",,"265",
"B01339","2019-01-01T00:56:47.000","2019-01-01T01:15:47.000",,"265",
"B01339","2019-01-01T00:10:03.000","2019-01-01T00:15:57.000",,"265",
"B01339","2019-01-01T00:26:04.000","2019-01-01T00:37:32.000",,"265",
"B01339","2019-01-01T00:13:31.000","2019-01-01T00:20:46.000",,"265",
"B01339","2019-01-01T00:46:59.000","2019-01-01T01:07:43.000",,"265",
"B01339","2019-01-01T00:31:26.000","2019-01-01T00:32:53.000",,"265",
"B01339","2019-01-01T00:44:56.000","2019-01-01T00:45:05.000",,"265",
"B01339","2019-01-01T00:50:22.000","2019-01-01T01:25:25.000",,"265",
"B01339","2019-01-01T00:37:20.000","2019-01-01T00:51:15.000",,"265",
"B01339","2019-01-01T00:26:30.000","2019-01-01T00:27:50.000",,"265",
"B01339","2019-01-01T00:51:41.000","2019-01-01T00:56:26.000",,"265",
"B01340","2019-01-01T00:09:24.000","2019-01-01T00:20:38.000",,"0",
"B01340","2019-01-01T00:11:23.000","2019-01-01T00:11:24.000",,"0",
"B01340","2019-01-01T00:29:32.000","2019-01-01T00:29:33.000",,"0",
"B01340","2019-01-01T00:01:54.000","2019-01-01T00:06:14.000",,"0",
"B01340","2019-01-01T00:15:59.000","2019-01-01T00:27:28.000",,"0",
"B01340","2019-01-01T00:42:35.000","2019-01-01T00:45:41.000",,"0",
"B01340","2019-01-01T00:14:12.000","2019-01-01T00:25:04.000",,"0",
"B01340","2019-01-01T00:54:44.000","2019-01-01T00:54:49.000",,"0",
"B01340","2019-01-01T00:00:12.000","2019-01-01T00:13:45.000",,"0",
"B01340","2019-01-01T00:19:37.000","2019-01-01T00:44:46.000",,"0",
"B01340","2019-01-01T00:47:48.000","2019-01-01T00:48:52.000",,"0",
"B01340","2019-01-01T00:34:15.000","2019-01-01T00:34:17.000",,"0",
"B01341","2019-01-01T00:25:02.000","2019-01-01T00:40:47.000",,"265",
"B01341","2019-01-01T00:53:50.000","2019-01-01T01:17:34.000",,"265",
"B01341","2019-01-01T00:43:31.000","2019-01-01T01:11:37.000",,"265",
"B01341","2019-01-01T00:31:25.000","2019-01-01T00:35:49.000",,"265",
"B01341","2019-01-01T00:44:46.000","2019-01-01T00:51:05.000",,"265",
"B01341","2019-01-01T00:51:47.000","2019-01-01T00:57:19.000",,"265",
"B01349","2019-01-01T00:30:00.000","2019-01-01T01:00:00.000",,,
"B01362","2019-01-01T00:11:43.000","2019-01-01T00:24:02.000",,"265",
"B01362","2019-01-01T00:30:33.000","2019-01-01T00:47:19.000",,"265",
"B01362","2019-01-01T00:05:42.000","2019-01-01T00:10:51.000",,"265",
"B01362","2019-01-01T00:23:04.000","2019-01-01T00:30:53.000",,"265",
"B01392","2019-01-01T00:19:56.000","2019-01-01T00:26:51.000",,"265",
"B01392","2019-01-01T00:52:45.000","2019-01-01T01:14:59.000",,"265",
"B01392","2019-01-01T00:03:19.000","2019-01-01T00:09:20.000",,"265",
"B01398","2019-01-01T00:20:00.000","2019-01-01T00:25:00.000",,,
"B01398","2019-01-01T00:25:00.000","2019-01-01T00:35:00.000",,,
"B01398","2019-01-01T00:00:00.000","2019-01-01T00:20:00.000",,,
"B01398","2019-01-01T00:35:00.000","2019-01-01T00:45:00.000",,,
"B01406","2019-01-01T00:06:44.000","2019-01-01T00:46:44.000",,"265",
"B01406","2019-01-01T00:23:58.000","2019-01-01T01:05:00.000",,"265",
"B01406","2019-01-01T00:17:59.000","2019-01-02T00:27:02.000",,"265",
"B01406","2019-01-01T00:33:48.000","2019-01-01T01:00:34.000",,"265",
"B01406","2019-01-01T00:16:49.000","2019-01-01T00:45:02.000",,"265",
"B01406","2019-01-01T00:54:29.000","2019-01-01T01:21:23.000",,"265",
"B01406","2019-01-01T00:33:49.000","2019-01-01T00:56:57.000",,"265",
"B01406","2019-01-01T00:20:57.000","2019-01-01T00:58:38.000",,"265",
"B01406","2019-01-01T00:38:26.000","2019-01-01T00:58:22.000",,"265",
"B01406","2019-01-01T00:29:13.000","2019-01-01T00:56:31.000",,"265",
"B01406","2019-01-01T00:18:35.000","2019-01-01T00:29:14.000",,"265",
"B01406","2019-01-01T00:19:27.000","2019-01-01T00:56:02.000",,"265",
"B01406","2019-01-01T00:55:44.000","2019-01-01T01:23:01.000",,"265",
"B01406","2019-01-01T00:14:34.000","2019-01-01T00:24:15.000",,"265",
"B01406","2019-01-01T00:02:07.000","2019-01-01T00:40:13.000",,"265",
"B01406","2019-01-01T00:59:31.000","2019-01-01T01:25:20.000",,"265",
