"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_action_updated_date","community_board","borough","x_coordinate_state_plane_","y_coordinate_state_plane_","park_facility_name","park_borough","school_name","school_number","school_region","school_code","school_phone_number","school_address","school_city","school_state","school_zip","school_not_found","school_or_citywide_complaint","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","garage_lot_name","ferry_direction","ferry_terminal_name","latitude","longitude","location"
"33827","2005-01-04T00:00:00.000","2005-01-12T00:00:00.000","TLC","Correspondence - Taxi and Limousine Commission","Taxi Compliment","Driver Compliment",,,,,,,,,,,,"N/A","Closed",,,"0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"33840","2005-01-03T00:00:00.000","2005-01-03T00:00:00.000","DPR","Department of Parks and Recreation","Animal in a Park","Domestic Strays","Park","10039",,,,,,,,"NEW YORK",,"N/A","Closed",,,"10 MANHATTAN","MANHATTAN",,,"Unspecified","MANHATTAN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"33845","2005-01-04T00:00:00.000","2005-01-07T00:00:00.000","DPR","Department of Parks and Recreation","Maintenance or Facility","Graffiti or Vandalism","Park","11217",,,,,,,,"BROOKLYN",,"N/A","Closed",,,"06 BROOKLYN","BROOKLYN",,,"Unspecified","BROOKLYN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"33846","2005-01-04T00:00:00.000","2005-01-07T00:00:00.000","DPR","Department of Parks and Recreation","Maintenance or Facility","Graffiti or Vandalism","Park","11212",,,,,,,,"BROOKLYN",,"N/A","Closed",,,"16 BROOKLYN","BROOKLYN",,,"Unspecified","BROOKLYN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"34152","2005-01-04T00:00:00.000","2005-01-04T00:00:00.000","DOT","Department of Transportation","Highway Condition","Dead Animal","Highway",,,,,,"WEST SIDE HIGHWAY","WEST 125TH ST",,,,"N/A","Closed",,,"Unspecified MANHATTAN","MANHATTAN",,,"Unspecified","MANHATTAN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"34142","2005-01-01T00:00:00.000","2005-01-01T00:00:00.000","DPR","Department of Parks and Recreation","Maintenance or Facility","Graffiti or Vandalism","Park","10023",,,,,,,,"NEW YORK",,"N/A","Closed",,,"07 MANHATTAN","MANHATTAN",,,"Unspecified","MANHATTAN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"34150","2005-01-04T00:00:00.000","2005-01-19T00:00:00.000","DOT","Department of Transportation","Ferry Inquiry","Lost and Found","Ferry",,,,,,,,,,,"N/A","Closed",,"2005-01-19T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,"Staten Island Bound",,,,
"34163","2005-01-04T00:00:00.000","2005-01-04T00:00:00.000","DCA","Department of Consumer Affairs","DCA / DOH New License Application Request","Debt Collection Agency License",,,,,,,,,,,,"N/A","Closed",,,"0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"35687","2005-01-19T00:00:00.000","2005-01-20T00:00:00.000","TLC","Correspondence - Taxi and Limousine Commission","Taxi Compliment","Driver Compliment",,,,,,,,,,,,"N/A","Closed",,,"0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"35690","2005-01-19T00:00:00.000","2005-01-25T00:00:00.000","DOT","Department of Transportation","Street Sign - Damaged","Stop","Street",,,,,,"AVE R","E 9 ST",,,,"N/A","Closed",,"2005-01-25T00:00:00.000","Unspecified BROOKLYN","BROOKLYN",,,"Unspecified","BROOKLYN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"35099","2005-01-08T00:00:00.000","2005-01-19T00:00:00.000","DOT","Department of Transportation","Ferry Inquiry","Lost and Found","Ferry",,,,,,,,,,,"N/A","Closed",,"2005-01-19T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,"Staten Island Bound",,,,
"35104","2005-01-09T00:00:00.000","2005-01-10T00:00:00.000","DOT","Department of Transportation","Street Condition","Plate Condition - Shifted","Street",,,,,,"138 STREET","38 AVENUE",,,,"N/A","Closed",,"2005-01-10T00:00:00.000","Unspecified QUEENS","QUEENS",,,"Unspecified","QUEENS","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"35122","2005-01-11T00:00:00.000","2005-01-13T00:00:00.000","DOT","Department of Transportation","Street Sign - Damaged","Stop","Street",,,,,,"WOOLLEY AVENUE","PURDY AVE",,,,"N/A","Closed",,"2005-01-13T00:00:00.000","Unspecified STATEN ISLAND","STATEN ISLAND",,,"Unspecified","STATEN ISLAND","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"35124","2005-01-11T00:00:00.000","2005-01-18T00:00:00.000","TLC","Correspondence - Taxi and Limousine Commission","Taxi Compliment","Driver Compliment",,,,,,,,,,,,"N/A","Closed",,,"0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"36842","2005-01-26T00:00:00.000","2005-02-02T00:00:00.000","DPR","Department of Parks and Recreation","Maintenance or Facility","Snow or Ice","Park","11234",,,,,,,,"BROOKLYN",,"N/A","Closed",,,"18 BROOKLYN","BROOKLYN",,,"Unspecified","BROOKLYN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"34758","2005-01-07T00:00:00.000","2005-01-07T00:00:00.000","DCA","Department of Consumer Affairs","DCA / DOH New License Application Request","Sidewalk Cafe License",,,,,,,,,,,,"N/A","Closed",,,"0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"36856","2005-01-27T00:00:00.000","2005-02-09T00:00:00.000","DPR","Department of Parks and Recreation","Maintenance or Facility","Snow or Ice","Park","10301",,,,,,,,"STATEN ISLAND",,"N/A","Closed",,,"01 STATEN ISLAND","STATEN ISLAND",,,"Unspecified","STATEN ISLAND","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"36862","2005-01-27T00:00:00.000","2005-01-27T00:00:00.000","DOT","Department of Transportation","Street Condition","Unsafe Worksite","Street","10306"," TYSENS LANE","TYSENS LANE","FALCON AVENUE","PRIMROSE PLACE",,,"BLOCKFACE","STATEN ISLAND",,"N/A","Closed",,"2005-01-27T00:00:00.000","02 STATEN ISLAND","STATEN ISLAND",,,"Unspecified","STATEN ISLAND","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"36880","2005-01-21T00:00:00.000","2005-01-21T00:00:00.000","DOT","Department of Transportation","Highway Condition","Dead Animal","Highway",,,,,,"CLEARVIEW EXPRESSWAY","26TH AVENUE",,,,"N/A","Closed",,,"Unspecified QUEENS","QUEENS",,,"Unspecified","QUEENS","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"35705","2005-01-13T00:00:00.000","2005-01-14T00:00:00.000","DOT","Department of Transportation","Highway Condition","Dead Animal","Highway",,,,,,"NASSAU EXPRESSWAY","VAN WYCK EXPRESSWAY EXIT",,,,"N/A","Closed",,,"Unspecified QUEENS","QUEENS",,,"Unspecified","QUEENS","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"35730","2005-01-18T00:00:00.000","2005-01-20T00:00:00.000","TLC","Taxi and Limousine Commission","Taxi Complaint","Driver Complaint",,," E 73 STREET","E 73 STREET","YORK STREET","1 AVENUE",,,,,,"N/A","Closed",,,"Unspecified MANHATTAN","MANHATTAN",,,"Unspecified","MANHATTAN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,"Other",,,,,,,,,,
"36920","2005-01-27T00:00:00.000","2006-01-25T00:00:00.000","DPR","Department of Parks and Recreation","Animal in a Park","Domestic Strays","Park","10010",,,,,,,,"NEW YORK",,"N/A","Closed",,,"06 MANHATTAN","MANHATTAN",,,"Unspecified","MANHATTAN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"36912","2005-01-26T00:00:00.000","2005-01-26T00:00:00.000","TLC","Taxi and Limousine Commission","Taxi Complaint","Driver Complaint",,,"71 ST CONTINENTAL AVENUE","CONTINENTAL AVENUE",,,,,,"NY",,"N/A","Closed",,,"Unspecified QUEENS","QUEENS",,,"Unspecified","QUEENS","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,"Other",,,,,,,,,,
"36913","2005-01-26T00:00:00.000","2005-01-26T00:00:00.000","TLC","Taxi and Limousine Commission","Taxi Complaint","Driver Complaint",,,"WEST 14TH STREET","14TH STREET",,,,,,"NY",,"N/A","Closed",,,"Unspecified MANHATTAN","MANHATTAN",,,"Unspecified","MANHATTAN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,"Other",,,,,,,,,,
"37303","2005-02-02T00:00:00.000","2005-02-23T00:00:00.000","DOT","Department of Transportation","Highway Condition","Letter Verifying Traffic","Highway",,,,,,"FDR DR","E 125 ST",,,,"N/A","Closed",,,"Unspecified MANHATTAN","MANHATTAN",,,"Unspecified","MANHATTAN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"37245","2005-01-31T00:00:00.000","2005-01-31T00:00:00.000","DOT","Department of Transportation","Street Condition","Unsafe Worksite","Street",," OCEANVIEW AVE","OCEANVIEW AVE","FAR ROCKAWAY","BAY 25",,,,,,"N/A","Closed",,"2005-01-31T00:00:00.000","Unspecified QUEENS","QUEENS",,,"Unspecified","QUEENS","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"37256","2005-02-01T00:00:00.000","2005-02-01T00:00:00.000","DOT","Department of Transportation","Ferry Inquiry","Lost and Found","Ferry",,,,,,,,,,,"N/A","Closed",,"2005-02-01T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,"Manhattan Bound",,,,
"37262","2005-02-02T00:00:00.000","2005-05-04T00:00:00.000","TLC","Taxi and Limousine Commission","Taxi Complaint","Driver Complaint",,,,,,,"RIVINGTON STREET","BARRYSTREET",,,,"N/A","Closed",,,"Unspecified MANHATTAN","MANHATTAN",,,"Unspecified","MANHATTAN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,"Other",,,,,,,,,,
"34771","2005-01-09T00:00:00.000","2005-01-10T00:00:00.000","DOT","Department of Transportation","Highway Condition","Dead Animal","Highway",," CLEARVIEW","CLEARVIEW","HILLSIDE AVE","UNION TURNPIKE",,,,,,"N/A","Closed",,,"Unspecified QUEENS","QUEENS",,,"Unspecified","QUEENS","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"34787","2005-01-11T00:00:00.000","2005-01-14T00:00:00.000","TLC","Correspondence - Taxi and Limousine Commission","Taxi Compliment","Driver Compliment",,,,,,,,,,,,"N/A","Closed",,,"0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"37277","2005-02-04T00:00:00.000","2005-02-04T00:00:00.000","DPR","Department of Parks and Recreation","Animal in a Park","Domestic Strays","Park","10301",,,,,,,,"STATEN ISLAND",,"N/A","Closed",,,"01 STATEN ISLAND","STATEN ISLAND",,,"Unspecified","STATEN ISLAND","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"51042","2005-05-05T00:00:00.000","2005-05-24T00:00:00.000","TLC","Correspondence - Taxi and Limousine Commission","Taxi Compliment","Driver Compliment",,,,,,,,,,,,"N/A","Closed",,,"0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"36221","2005-01-13T00:00:00.000","2005-01-14T00:00:00.000","DOT","Department of Transportation","Street Condition","Plate Condition - Shifted","Street",,,,,,,,,,"MANHATTAN BRIDGE","N/A","Closed",,"2005-01-14T00:00:00.000","Unspecified MANHATTAN","MANHATTAN",,,"Unspecified","MANHATTAN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"36225","2005-01-14T00:00:00.000","2005-02-17T00:00:00.000","TLC","Taxi and Limousine Commission","Taxi Complaint","Driver Complaint",,," 38 STREET","38 STREET","1 AVENUE","2ND AVENUE",,,,,,"N/A","Closed",,,"Unspecified MANHATTAN","MANHATTAN",,,"Unspecified","MANHATTAN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,"Other",,,,,,,,,,
"36232","2005-01-16T00:00:00.000","2005-01-28T00:00:00.000","TLC","Correspondence - Taxi and Limousine Commission","Taxi Compliment","Driver Compliment",,,,,,,,,,,,"N/A","Closed",,,"0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"36247","2005-01-17T00:00:00.000","2005-01-17T00:00:00.000","DCA","Department of Consumer Affairs","DCA / DOH New License Application Request","Day Auctioneer License",,,,,,,,,,,,"N/A","Closed",,,"0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
