uid,name,cat_L1,cat_L2,province,city,area,address,street_id,detail,child_num,loc_lng,loc_lat,telephone,type,detail_url,price,shop_hours,overall_rating,taste_rating,service_rating,environment_rating,facility_rating,hygiene_rating,technology_rating,image_num,comment_num,groupon_num,discount_num,favorite_num,checkin_num,brand,content_tag,naviloc_lng,naviloc_lat,child_num
d6abeb6cdad291e7130daa5b,毛家湾艺术博物馆,旅游景点,博物馆,四川省,成都市,双流区,四川省成都市天府新区正兴街道回龙社区(毛家湾森林公园内),,1,0,104.00637,30.43159,,scope,http://api.map.baidu.com/place/detail?uid=d6abeb6cdad291e7130daa5b&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,,,0
07bcc799448499f48715417b,四川省三都博物馆,旅游景点,博物馆,四川省,成都市,双流区,四川省成都市天府新区华阳街道华府大道二段265号,07bcc799448499f48715417b,1,2,104.047311,30.531399,(028)85769123,scope,http://api.map.baidu.com/place/detail?uid=07bcc799448499f48715417b&output=html&source=placeapi_v2,,,5,,,,,,,,1,,,,,,,104.04772165754,30.531518832474,2
a2d066c3404bfa13c4f0257e,天府华阳博物馆,旅游景点,博物馆,四川省,成都市,双流区,四川省成都市天府新区华阳街道安公路二段256号,a2d066c3404bfa13c4f0257e,1,0,104.059162,30.523715,,scope,http://api.map.baidu.com/place/detail?uid=a2d066c3404bfa13c4f0257e&output=html&source=placeapi_v2,,,4.3,,,,,,,,4,,,,,,,,,0
f55cd3e29447116be6073808,成都市天府新区明昌博物馆,旅游景点,博物馆,四川省,成都市,双流区,成都市双流区安公路二段新疆石油花园-二期,f55cd3e29447116be6073808,1,0,104.059162,30.523715,,scope,http://api.map.baidu.com/place/detail?uid=f55cd3e29447116be6073808&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,,,0
6479e87a3ba66d99c2f1cf7d,龙泉艺大木质乐器博物馆,旅游景点,博物馆,四川省,成都市,龙泉驿区,成都市龙泉驿区芦溪路东山国际-C区,,1,0,104.26559,30.543971,,scope,http://api.map.baidu.com/place/detail?uid=6479e87a3ba66d99c2f1cf7d&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,,,0
b41c5d247fe836bd6268589b,秀华共享花物馆,旅游景点,博物馆,四川省,成都市,双流区,成都市双流区藏卫路南二段双桂花园一期-东区东北侧约50米,,1,0,103.923224,30.565126,,scope,http://api.map.baidu.com/place/detail?uid=b41c5d247fe836bd6268589b&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,,,0
364e5c939cb24b82fe0eb074,模坑博物馆,旅游景点,博物馆,四川省,成都市,武侯区,四川省成都市武侯区大源·欢乐颂1599号,364e5c939cb24b82fe0eb074,1,0,104.044231,30.552003,19130636643,scope,http://api.map.baidu.com/place/detail?uid=364e5c939cb24b82fe0eb074&output=html&source=placeapi_v2,,10:00-20:00,4,,,,,,,,2,,,,,,,104.04489798957,30.552860756317,0
9113bdc923b69020c91b95b4,成都建工工地大千博物馆,旅游景点,博物馆,四川省,成都市,武侯区,四川省成都市武侯区成都绕城高速与科华南路交叉路口往北约120米(府河大桥下),9113bdc923b69020c91b95b4,1,0,104.085649,30.573276,,scope,http://api.map.baidu.com/place/detail?uid=9113bdc923b69020c91b95b4&output=html&source=placeapi_v2,,,4.5,,,,,,,1,2,,,,,,,104.08571228393,30.573112730627,0
6a26642e87fbd4abadb22a31,乌木艺术,旅游景点,博物馆,四川省,成都市,锦江区,成都市锦江区簧柏路与黉柏路交叉路口往西约90米,,1,0,104.165332,30.571089,,scope,http://api.map.baidu.com/place/detail?uid=6a26642e87fbd4abadb22a31&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,,,0
6479e87a3ba66d99c2f1cf7d,龙泉艺大木质乐器博物馆,旅游景点,博物馆,四川省,成都市,龙泉驿区,成都市龙泉驿区芦溪路东山国际-C区,,1,0,104.26559,30.543971,,scope,http://api.map.baidu.com/place/detail?uid=6479e87a3ba66d99c2f1cf7d&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,,,0
10e34f2479be6b621df74d50,中国兰文化博物馆,旅游景点,博物馆,四川省,成都市,双流区,成都市双流区彭镇金湾村5组,10e34f2479be6b621df74d50,1,0,103.879022,30.601673,,scope,http://api.map.baidu.com/place/detail?uid=10e34f2479be6b621df74d50&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,103.87841621517,30.602031084033,0
cf16c8a1f66d32f95d0d0202,成都市双流县汉轩民俗艺术博物馆,旅游景点,博物馆,四川省,成都市,双流区,成都市双流区迎春路二段38号,cf16c8a1f66d32f95d0d0202,1,0,103.929868,30.585284,,scope,http://api.map.baidu.com/place/detail?uid=cf16c8a1f66d32f95d0d0202&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,,,0
828121e8a16ae316a11de987,成都双剑鞋文化博物馆,旅游景点,博物馆,四川省,成都市,武侯区,成都市武侯区中国西部鞋都工业园B区凉水井村2、3组,828121e8a16ae316a11de987,1,0,103.978285,30.587122,,scope,http://api.map.baidu.com/place/detail?uid=828121e8a16ae316a11de987&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,,,0
3433a53dc9c8c9700bf5ebe3,成都大珍堂博物馆,旅游景点,博物馆,四川省,成都市,双流区,成都市双流区机场路空港16区,3433a53dc9c8c9700bf5ebe3,1,0,104.006688,30.581619,,scope,http://api.map.baidu.com/place/detail?uid=3433a53dc9c8c9700bf5ebe3&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,,,0
42471118cf17a0c44f6d46bd,三和老爷车博物馆,旅游景点,博物馆,四川省,成都市,武侯区,四川省成都市高新区机场路新园南一路2号,42471118cf17a0c44f6d46bd,1,0,104.047511,30.604145,(028)86051188,scope,http://api.map.baidu.com/place/detail?uid=42471118cf17a0c44f6d46bd&output=html&source=placeapi_v2,,09:00-17:00,4.4,,,,,,,,19,,,,,,,104.04737372225,30.603711844507,0
881a28e7629a4b3af942b271,许燎源现代设计艺术博物馆,旅游景点,博物馆,四川省,成都市,锦江区,成都市锦江区红砂联合3组303号,881a28e7629a4b3af942b271,1,2,104.162948,30.588908,"(028)84678558,(028)84678585",scope,http://api.map.baidu.com/place/detail?uid=881a28e7629a4b3af942b271&output=html&source=placeapi_v2,,09:00-17:30,4.1,,,,,,,,17,,,,,,,104.16221219136,30.588754416532,2
