1,0,0.0,0.3103455939577675,2::109.06288,34.304096,:109.328435,34.464704,108.797325,34.143488,
2,0,0.02075144169087645,0.29838922557835595,1::109.064904,34.283443500000004,:109.328435,34.423399,108.801373,34.143488,
3,270,0.039291174146198246,0.32712745594654014,0:21,:109.10351947407396,34.29069894814811,:109.294469,34.423399,108.801373,34.16532,
4,8,0.09395101236556405,0.2693407459353559,0:77,:109.13504612499999,34.345948500000006,:109.227211,34.381296,108.877727,34.266379,
5,3545,0.2830290210879182,0.4427921384215426,0:37,:109.31359836050984,34.148326728914455,:109.328435,34.377493,108.908282,34.143488,
6,0,0.01921039877905419,0.29113559287941543,2::109.0463805,34.313935,:109.295436,34.464704,108.797325,34.163166,
7,8800,0.06809943795538577,0.3287421845928084,0:86,:108.98475881715888,34.28494704295457,:109.293637,34.463255,108.797543,34.163252,
8,15441,0.07168492902868112,0.3470399033741613,0:115,:108.98122845398618,34.28403617142663,:109.294351,34.464697,108.797551,34.16328,
9,129,0.048143582374770365,0.28636347733129236,0:11,:109.00299186046517,34.334797178294544,:109.270565,34.463579,108.810462,34.193915,
10,109,0.09649170321896525,0.2777472052686322,0:24,:108.97422455963307,34.24987121100917,:109.219794,34.379637,108.885013,34.167201,
11,8768,0.0939853768929982,0.30653574763059266,0:43,:108.9673969178835,34.26299538058872,:109.245594,34.451693,108.822779,34.163786,
12,4254,0.089457474959499,0.3455529899902154,0:121,:108.96639420709886,34.27387463587207,:109.286909,34.464635,108.808082,34.163568,
13,16,0.16660642758105124,0.10943517613013423,0:6,:108.8826019375,34.2833689375,:108.983401,34.297817,108.847098,34.240759,
14,695,0.08483652162348501,0.3415756939457673,0:38,:108.97109095539552,34.27483615251797,:109.271223,34.460307,108.847457,34.163671,
15,2328,0.09370236843822752,0.35176448102230157,0:3,:108.96489672637453,34.26766915420975,:109.276718,34.451677,108.819311,34.163572,
16,462,0.05404527518191575,0.3087568525626989,0:22,:109.00436511038959,34.279940900432955,:109.292432,34.46122,108.871803,34.166951,
17,2697,0.06689365008159064,0.33630007243421445,0:32,:108.9817088780129,34.29683699629209,:109.289902,34.461903,108.798427,34.163271,
18,79,0.0862989571995758,0.1802948807030312,0:76,:108.97512443037974,34.26525150632908,:109.121958,34.358723,108.824008,34.166915,
19,97,0.11382770783523986,0.25933676330366556,0:34,:108.95066762886599,34.25232498969073,:109.18381,34.365904,108.884164,34.195623,
20,5463,0.08503116184342768,0.3496509374718764,0:45,:108.96989700402713,34.27677893282098,:109.292299,34.460021,108.797563,34.163397,
