"countid","id","date","counts","status"
"10347035","100009424","2018-12-24T03:30:00.000","0","4"
"10347036","100009424","2018-12-24T03:45:00.000","0","4"
"10347037","100009424","2018-12-24T04:00:00.000","0","4"
"10347038","100009424","2018-12-24T04:15:00.000","0","4"
"10347039","100009424","2018-12-24T04:30:00.000","0","4"
"10347040","100009424","2018-12-24T04:45:00.000","0","4"
"10347041","100009424","2018-12-24T05:00:00.000","0","4"
"10347042","100009424","2018-12-24T05:15:00.000","0","4"
"10347043","100009424","2018-12-24T05:30:00.000","0","4"
"10347044","100009424","2018-12-24T05:45:00.000","0","4"
"10347045","100009424","2018-12-24T06:00:00.000","0","4"
"10347046","100009424","2018-12-24T06:15:00.000","0","4"
"10347047","100009424","2018-12-24T06:30:00.000","0","4"
"10347048","100009424","2018-12-24T06:45:00.000","0","4"
"10347049","100009424","2018-12-24T07:00:00.000","0","4"
"10347050","100009424","2018-12-24T07:15:00.000","0","4"
"10347051","100009424","2018-12-24T07:30:00.000","0","4"
"10347052","100009424","2018-12-24T07:45:00.000","0","4"
"10347053","100009424","2018-12-24T08:00:00.000","0","4"
"10347054","100009424","2018-12-24T08:15:00.000","0","4"
"10347055","100009424","2018-12-24T08:30:00.000","0","4"
"10347056","100009424","2018-12-24T08:45:00.000","0","4"
"10347057","100009424","2018-12-24T09:00:00.000","0","4"
"10347058","100009424","2018-12-24T09:15:00.000","0","4"
"10347059","100009424","2018-12-24T09:30:00.000","0","4"
"10347060","100009424","2018-12-24T09:45:00.000","0","4"
"10347061","100009424","2018-12-24T10:00:00.000","0","4"
"10347062","100009424","2018-12-24T10:15:00.000","0","4"
"10347063","100009424","2018-12-24T10:30:00.000","0","4"
"10347064","100009424","2018-12-24T10:45:00.000","0","4"
"10347065","100009424","2018-12-24T11:00:00.000","0","4"
"10347066","100009424","2018-12-24T11:15:00.000","0","4"
"10347067","100009424","2018-12-24T11:30:00.000","0","4"
"10347068","100009424","2018-12-24T11:45:00.000","0","4"
"10347069","100009424","2018-12-24T12:00:00.000","0","4"
"10347070","100009424","2018-12-24T12:15:00.000","0","4"
"10347071","100009424","2018-12-24T12:30:00.000","0","4"
"10347072","100009424","2018-12-24T12:45:00.000","0","4"
"10347073","100009424","2018-12-24T13:00:00.000","0","4"
"10347074","100009424","2018-12-24T13:15:00.000","0","4"
"10347075","100009424","2018-12-24T13:30:00.000","0","4"
"10347076","100009424","2018-12-24T13:45:00.000","0","4"
"10347077","100009424","2018-12-24T14:00:00.000","0","4"
"10347078","100009424","2018-12-24T14:15:00.000","0","4"
"10347079","100009424","2018-12-24T14:30:00.000","0","4"
"10347080","100009424","2018-12-24T14:45:00.000","0","4"
"10347081","100009424","2018-12-24T15:00:00.000","0","4"
"10347082","100009424","2018-12-24T15:15:00.000","0","4"
"10347083","100009424","2018-12-24T15:30:00.000","0","4"
"10347084","100009424","2018-12-24T15:45:00.000","0","4"
"10347085","100009424","2018-12-24T16:00:00.000","0","4"
"10347086","100009424","2018-12-24T16:15:00.000","0","4"
"10347087","100009424","2018-12-24T16:30:00.000","0","4"
"10347088","100009424","2018-12-24T16:45:00.000","0","4"
"10347089","100009424","2018-12-24T17:00:00.000","0","4"
"10347090","100009424","2018-12-24T17:15:00.000","0","4"
"10347091","100009424","2018-12-24T17:30:00.000","0","4"
"10347092","100009424","2018-12-24T17:45:00.000","0","4"
"10347093","100009424","2018-12-24T18:00:00.000","0","4"
"10347094","100009424","2018-12-24T18:15:00.000","0","4"
"10347095","100009424","2018-12-24T18:30:00.000","0","4"
"10347096","100009424","2018-12-24T18:45:00.000","0","4"
"10347097","100009424","2018-12-24T19:00:00.000","0","4"
"10347098","100009424","2018-12-24T19:15:00.000","0","4"
"10347099","100009424","2018-12-24T19:30:00.000","0","4"
"10347100","100009424","2018-12-24T19:45:00.000","0","4"
"10347101","100009424","2018-12-24T20:00:00.000","0","4"
"10347102","100009424","2018-12-24T20:15:00.000","0","4"
"10347103","100009424","2018-12-24T20:30:00.000","0","4"
"10347104","100009424","2018-12-24T20:45:00.000","0","4"
"10347105","100009424","2018-12-24T21:00:00.000","0","4"
"10347106","100009424","2018-12-24T21:15:00.000","0","4"
"10347107","100009424","2018-12-24T21:30:00.000","0","4"
"10347108","100009424","2018-12-24T21:45:00.000","0","4"
"10347109","100009424","2018-12-24T22:00:00.000","0","4"
"10347110","100009424","2018-12-24T22:15:00.000","0","4"
"10347111","100009424","2018-12-24T22:30:00.000","0","4"
"10347112","100009424","2018-12-24T22:45:00.000","0","4"
"10347113","100009424","2018-12-24T23:00:00.000","0","4"
"10347114","100009424","2018-12-24T23:15:00.000","0","4"
"10347115","100009424","2018-12-24T23:30:00.000","0","4"
"10347116","100009424","2018-12-24T23:45:00.000","0","4"
"10347117","100009424","2018-12-25T00:00:00.000","0","4"
"10347118","100009424","2018-12-25T00:15:00.000","0","4"
"10347119","100009424","2018-12-25T00:30:00.000","0","4"
"10347120","100009424","2018-12-25T00:45:00.000","0","4"
"10347121","100009424","2018-12-25T01:00:00.000","0","4"
"10347122","100009424","2018-12-25T01:15:00.000","0","4"
"10347123","100009424","2018-12-25T01:30:00.000","0","4"
"10347124","100009424","2018-12-25T01:45:00.000","0","4"
"10347125","100009424","2018-12-25T02:00:00.000","0","4"
"10347126","100009424","2018-12-25T02:15:00.000","0","4"
"10347127","100009424","2018-12-25T02:30:00.000","0","4"
"10347128","100009424","2018-12-25T02:45:00.000","0","4"
"10347129","100009424","2018-12-25T03:00:00.000","0","4"
"10347130","100009424","2018-12-25T03:15:00.000","0","4"
"10347155","100009424","2018-12-25T09:30:00.000","0","4"
"10347156","100009424","2018-12-25T09:45:00.000","0","4"
"10347157","100009424","2018-12-25T10:00:00.000","0","4"
"10347158","100009424","2018-12-25T10:15:00.000","0","4"
"10347159","100009424","2018-12-25T10:30:00.000","0","4"
"10347160","100009424","2018-12-25T10:45:00.000","0","4"
"10347161","100009424","2018-12-25T11:00:00.000","0","4"
"10347162","100009424","2018-12-25T11:15:00.000","0","4"
"10347163","100009424","2018-12-25T11:30:00.000","0","4"
"10347164","100009424","2018-12-25T11:45:00.000","0","4"
"10347165","100009424","2018-12-25T12:00:00.000","0","4"
"10347166","100009424","2018-12-25T12:15:00.000","0","4"
"10347167","100009424","2018-12-25T12:30:00.000","0","4"
"10347168","100009424","2018-12-25T12:45:00.000","0","4"
"10347169","100009424","2018-12-25T13:00:00.000","0","4"
"10347170","100009424","2018-12-25T13:15:00.000","0","4"
"10347171","100009424","2018-12-25T13:30:00.000","0","4"
"10347172","100009424","2018-12-25T13:45:00.000","0","4"
"10347173","100009424","2018-12-25T14:00:00.000","0","4"
"10347174","100009424","2018-12-25T14:15:00.000","0","4"
"10347175","100009424","2018-12-25T14:30:00.000","0","4"
"10347176","100009424","2018-12-25T14:45:00.000","0","4"
"10347177","100009424","2018-12-25T15:00:00.000","0","4"
"10347178","100009424","2018-12-25T15:15:00.000","0","4"
"10347179","100009424","2018-12-25T15:30:00.000","0","4"
"10347180","100009424","2018-12-25T15:45:00.000","0","4"
"10347181","100009424","2018-12-25T16:00:00.000","0","4"
"10347182","100009424","2018-12-25T16:15:00.000","0","4"
"10347183","100009424","2018-12-25T16:30:00.000","0","4"
"10347184","100009424","2018-12-25T16:45:00.000","0","4"
"10347185","100009424","2018-12-25T17:00:00.000","0","4"
"10347186","100009424","2018-12-25T17:15:00.000","0","4"
"10347187","100009424","2018-12-25T17:30:00.000","0","4"
"10347188","100009424","2018-12-25T17:45:00.000","0","4"
"10347189","100009424","2018-12-25T18:00:00.000","0","4"
"10347190","100009424","2018-12-25T18:15:00.000","0","4"
"10347191","100009424","2018-12-25T18:30:00.000","0","4"
"10347192","100009424","2018-12-25T18:45:00.000","0","4"
"10347193","100009424","2018-12-25T19:00:00.000","0","4"
"10347194","100009424","2018-12-25T19:15:00.000","0","4"
"10347195","100009424","2018-12-25T19:30:00.000","0","4"
"10347196","100009424","2018-12-25T19:45:00.000","0","4"
"10347197","100009424","2018-12-25T20:00:00.000","0","4"
"10347198","100009424","2018-12-25T20:15:00.000","0","4"
"10347199","100009424","2018-12-25T20:30:00.000","0","4"
"10347200","100009424","2018-12-25T20:45:00.000","0","4"
"10347201","100009424","2018-12-25T21:00:00.000","0","4"
"10347202","100009424","2018-12-25T21:15:00.000","0","4"
"10347203","100009424","2018-12-25T21:30:00.000","0","4"
"10347204","100009424","2018-12-25T21:45:00.000","0","4"
"10347205","100009424","2018-12-25T22:00:00.000","0","4"
"10347206","100009424","2018-12-25T22:15:00.000","0","4"
"10347207","100009424","2018-12-25T22:30:00.000","0","4"
"10347208","100009424","2018-12-25T22:45:00.000","0","4"
"10347209","100009424","2018-12-25T23:00:00.000","0","4"
"10347210","100009424","2018-12-25T23:15:00.000","0","4"
"10347211","100009424","2018-12-25T23:30:00.000","0","4"
"10347212","100009424","2018-12-25T23:45:00.000","0","4"
"10347213","100009424","2018-12-26T00:00:00.000","0","4"
"10347214","100009424","2018-12-26T00:15:00.000","0","4"
"10347215","100009424","2018-12-26T00:30:00.000","0","4"
"10347216","100009424","2018-12-26T00:45:00.000","0","4"
"10347217","100009424","2018-12-26T01:00:00.000","0","4"
"10347218","100009424","2018-12-26T01:15:00.000","0","4"
"10347219","100009424","2018-12-26T01:30:00.000","0","4"
"10347220","100009424","2018-12-26T01:45:00.000","0","4"
"10347221","100009424","2018-12-26T02:00:00.000","0","4"
"10347222","100009424","2018-12-26T02:15:00.000","0","4"
"10347223","100009424","2018-12-26T02:30:00.000","0","4"
"10347224","100009424","2018-12-26T02:45:00.000","0","4"
"10347225","100009424","2018-12-26T03:00:00.000","0","4"
"10347226","100009424","2018-12-26T03:15:00.000","0","4"
"10347227","100009424","2018-12-26T03:30:00.000","0","4"
"10347228","100009424","2018-12-26T03:45:00.000","0","4"
"10347229","100009424","2018-12-26T04:00:00.000","0","4"
"10347230","100009424","2018-12-26T04:15:00.000","0","4"
"10347231","100009424","2018-12-26T04:30:00.000","0","4"
"10347232","100009424","2018-12-26T04:45:00.000","0","4"
"10347233","100009424","2018-12-26T05:00:00.000","0","4"
"10347234","100009424","2018-12-26T05:15:00.000","0","4"
"10347235","100009424","2018-12-26T05:30:00.000","0","4"
"10347236","100009424","2018-12-26T05:45:00.000","0","4"
"10347237","100009424","2018-12-26T06:00:00.000","0","4"
"10347238","100009424","2018-12-26T06:15:00.000","0","4"
"10347239","100009424","2018-12-26T06:30:00.000","0","4"
"10347240","100009424","2018-12-26T06:45:00.000","0","4"
"10347241","100009424","2018-12-26T07:00:00.000","0","4"
"10347242","100009424","2018-12-26T07:15:00.000","0","4"
"10347243","100009424","2018-12-26T07:30:00.000","0","4"
"10347244","100009424","2018-12-26T07:45:00.000","0","4"
"10347245","100009424","2018-12-26T08:00:00.000","0","4"
"10347246","100009424","2018-12-26T08:15:00.000","0","4"
"10347247","100009424","2018-12-26T08:30:00.000","0","4"
"10347248","100009424","2018-12-26T08:45:00.000","0","4"
"10347249","100009424","2018-12-26T09:00:00.000","0","4"
"10347250","100009424","2018-12-26T09:15:00.000","0","4"
"10347251","100009424","2018-12-26T09:30:00.000","0","4"
"10347252","100009424","2018-12-26T09:45:00.000","0","4"
"10347253","100009424","2018-12-26T10:00:00.000","0","4"
"10347254","100009424","2018-12-26T10:15:00.000","0","4"
"10347255","100009424","2018-12-26T10:30:00.000","0","4"
"10347256","100009424","2018-12-26T10:45:00.000","0","4"
"10347257","100009424","2018-12-26T11:00:00.000","0","4"
"10347258","100009424","2018-12-26T11:15:00.000","0","4"
"10347259","100009424","2018-12-26T11:30:00.000","0","4"
"10347260","100009424","2018-12-26T11:45:00.000","0","4"
"10347261","100009424","2018-12-26T12:00:00.000","0","4"
"10347262","100009424","2018-12-26T12:15:00.000","0","4"
"10347263","100009424","2018-12-26T12:30:00.000","0","4"
"10347264","100009424","2018-12-26T12:45:00.000","0","4"
"10347265","100009424","2018-12-26T13:00:00.000","0","4"
"10347266","100009424","2018-12-26T13:15:00.000","0","4"
"10347267","100009424","2018-12-26T13:30:00.000","0","4"
"10347268","100009424","2018-12-26T13:45:00.000","0","4"
"10347269","100009424","2018-12-26T14:00:00.000","0","4"
"10347270","100009424","2018-12-26T14:15:00.000","0","4"
"10347271","100009424","2018-12-26T14:30:00.000","0","4"
"10347272","100009424","2018-12-26T14:45:00.000","0","4"
"10347273","100009424","2018-12-26T15:00:00.000","0","4"
"10347274","100009424","2018-12-26T15:15:00.000","0","4"
"10347275","100009424","2018-12-26T15:30:00.000","0","4"
"10347276","100009424","2018-12-26T15:45:00.000","0","4"
"10347277","100009424","2018-12-26T16:00:00.000","0","4"
"10347278","100009424","2018-12-26T16:15:00.000","0","4"
"10347279","100009424","2018-12-26T16:30:00.000","0","4"
"10347280","100009424","2018-12-26T16:45:00.000","0","4"
"10347281","100009424","2018-12-26T17:00:00.000","0","4"
"10347282","100009424","2018-12-26T17:15:00.000","0","4"
"10347283","100009424","2018-12-26T17:30:00.000","0","4"
"10347284","100009424","2018-12-26T17:45:00.000","0","4"
