1,0,0.0,40.77716147247661,1::33.14200415,-40.10839065,:40.4968595,4.9E-324,25.7871488,-80.2167813,
2,9,40.495307504166966,3.738214073191305E-4,0:11,:40.49560758888889,-79.93042533333333,:40.4959592,-79.9302784,40.4952866,-79.9305485,
3,667,40.74712694218327,0.0011675301492992147,0:3,:25.80393588582405,-80.18932262759617,:25.804855492076005,-80.1889324088449,25.802773660806462,-80.19013457521451,
4,1082,40.51964262242174,0.0010037350959588088,0:1,:40.46213707278863,-79.96133398222432,:40.46229429738843,-79.96034263739628,40.46197125987672,-79.96228677563101,
5,1,40.7157500840721,0.0,0:19,:25.7917776,-80.1551942,:25.7917776,-80.1551942,25.7917776,-80.1551942,
6,1,40.48201395944838,0.0,0:24,:40.4575713,-79.9239144,:40.4575713,-79.9239144,40.4575713,-79.9239144,
7,837,40.75488661237961,7.693786549990468E-4,0:7,:25.790089478130415,-80.19467425730721,:25.790752029031168,-80.19432341611135,25.789320835886702,-80.1949868548944,
8,61,40.46318146436765,0.009070135993500289,0:29,:40.46668575409835,-79.90308996557378,:40.4689882,-79.8949178,40.4627509,-79.9071254,
9,3,40.75162131433784,0.0025289746541074486,0:16,:25.7914403,-80.19160223333333,:25.7937328,-80.1905391,25.7899891,-80.1936734,
10,1,40.583693664964045,0.0,0:26,:40.4939504,-80.0206078,:40.4939504,-80.0206078,40.4939504,-80.0206078,
11,9,40.458947738979816,8.514626199801947E-4,0:30,:40.46580524444445,-79.8989471888889,:40.4663173,-79.8982185,40.4653584,-79.8997024,
12,723,40.53913064872251,0.0010544828653099687,0:2,:40.45063104534456,-79.98325850757213,:40.45102267406819,-79.98265271209605,40.44999950479749,-79.9841029545217,
13,8,40.75593036769788,0.004082721500209018,0:17,:25.7909197125,-80.195887675,:25.7930188,-80.1943228,25.7871488,-80.1981979,
14,1,40.77714033362409,0.0,0:14,:25.787266,-80.2167813,:25.787266,-80.2167813,25.787266,-80.2167813,
15,13,40.48580347892973,0.0015256041529455196,0:28,:40.486047376923075,-79.92252523076922,:40.4867758,-79.921662,40.4850595,-79.9236878,
16,17,40.755669820011654,0.004227368290256648,0:15,:25.799385611764713,-80.1971743117647,:25.8025139,-80.1945881,25.7956256,-80.1989036,
17,747,40.75401244508312,0.001162957879639348,0:9,:25.79557710216948,-80.19479158603932,:25.795859096188803,-80.19388519126484,25.794925282306384,-80.19595142755519,
