7,1
24,1
36,1
38,1
39,1
84,1
123,1
219,1
245,1
294,1
433,1
575,1
705,1
749,1
751,1
776,1
955,1
1051,1
1095,1
1169,1
1184,1
1387,1
1519,1
1541,1
1559,1
1685,1
1727,1
2079,1
2155,1
2653,1
2700,1
3314,1
3410,1
3602,1
4015,1
4016,1
4047,1
4545,1
4751,1
5168,1
5573,1
6542,1
6817,1
7679,1
8400,1
8563,1
10099,1
10150,1
11557,1
12346,1
12539,1
13091,1
14819,1
7,1
24,1
36,1
38,1
39,1
84,1
123,1
219,1
245,1
294,1
433,1
575,1
705,1
749,1
751,1
776,1
955,1
1051,1
1095,1
1169,1
1184,1
1387,1
1519,1
1541,1
1559,1
1685,1
1727,1
2079,1
2155,1
2653,1
2700,1
3314,1
3410,1
3602,1
4015,1
4016,1
4047,1
4545,1
4751,1
5168,1
5573,1
6542,1
6817,1
7679,1
8400,1
8563,1
10099,1
10150,1
11557,1
12346,1
12539,1
13091,1
14819,1
7,1
24,1
36,1
38,1
39,1
84,1
123,1
219,1
245,1
294,1
433,1
575,1
705,1
749,1
751,1
776,1
955,1
1051,1
1095,1
1169,1
1184,1
1387,1
1519,1
1541,1
1559,1
1685,1
1727,1
2079,1
2155,1
2653,1
2700,1
3314,1
3410,1
3602,1
4015,1
4016,1
4047,1
4545,1
4751,1
5168,1
5573,1
6542,1
6817,1
7679,1
8400,1
8563,1
10099,1
10150,1
11557,1
12346,1
12539,1
13091,1
14819,1
7,1
24,1
36,1
38,1
39,1
84,1
123,1
219,1
245,1
294,1
433,1
575,1
705,1
749,1
751,1
776,1
955,1
1051,1
1095,1
1169,1
1184,1
1387,1
1519,1
1541,1
1559,1
1685,1
1727,1
2079,1
2155,1
2653,1
2700,1
3314,1
3410,1
3602,1
4015,1
4016,1
4047,1
4545,1
4751,1
5168,1
5573,1
6542,1
6817,1
7679,1
8400,1
8563,1
10099,1
10150,1
11557,1
12346,1
12539,1
13091,1
14819,1
