uid,name,cat_L1,cat_L2,province,city,area,address,street_id,detail,child_num,loc_lng,loc_lat,telephone,type,detail_url,price,shop_hours,overall_rating,taste_rating,service_rating,environment_rating,facility_rating,hygiene_rating,technology_rating,image_num,comment_num,groupon_num,discount_num,favorite_num,checkin_num,brand,content_tag,naviloc_lng,naviloc_lat,child_num
aaf71f101fca05431ce99956,逍遥酒吧,美食,酒吧,安徽省,阜阳市,颍州区,阜阳市颍州区老阜南路颍州区三塔集镇中心卫生院南侧约250米,aaf71f101fca05431ce99956,1,0,115.702029,32.797194,,cater,http://api.map.baidu.com/place/detail?uid=aaf71f101fca05431ce99956&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,,,0
2ec307c216eaea9b932ca3a1,土星球啤酒屋,美食,酒吧,安徽省,阜阳市,颍州区,安徽省阜阳市颍州区王店镇天翼网络会所4楼,,1,0,115.801249,32.828805,,cater,http://api.map.baidu.com/place/detail?uid=2ec307c216eaea9b932ca3a1&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,,,0
10495dec163feb323f9a5e48,清醒清吧,美食,酒吧,安徽省,阜阳市,颍州区,安徽省阜阳市颍州区临泉路清河西路锦城财富广场120室,10495dec163feb323f9a5e48,1,0,115.807399,32.903514,,cater,http://api.map.baidu.com/place/detail?uid=10495dec163feb323f9a5e48&output=html&source=placeapi_v2,,10:00-22:00,5,,,,,,,,1,,,,,,,115.80734690455,32.903345227702,0
cfbd9edc6a7e9a1e49fc8d5d,五月酒吧(吾悦广场店),美食,酒吧,安徽省,阜阳市,颍州区,安徽省阜阳市颍州区吾悦广场室外步行街2楼东北角,,1,0,115.797867,32.883584,17605588882,cater,http://api.map.baidu.com/place/detail?uid=cfbd9edc6a7e9a1e49fc8d5d&output=html&source=placeapi_v2,,20:00-02:00,,,,,,,,,,,,,,,,,,0
edf874aa164f98b7940319d6,去喝麻糊吧(中南现代城店),美食,酒吧,安徽省,阜阳市,颍州区,颖西中南现代城15号,,1,0,115.803927,32.907764,15715582353,cater,http://api.map.baidu.com/place/detail?uid=edf874aa164f98b7940319d6&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,,,0
1ff4e44eabf862072a02e11e,papaya酒吧,美食,酒吧,安徽省,阜阳市,颍州区,安徽省阜阳市颍州区颖上南路558号,,1,0,115.839606,32.891078,,cater,http://api.map.baidu.com/place/detail?uid=1ff4e44eabf862072a02e11e&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,,,0
924074b55d434425eb56faa5,ViBO酒吧,美食,酒吧,安徽省,阜阳市,颍州区,安徽省阜阳市颍州区文峰路阜纺小吃一条街对面,924074b55d434425eb56faa5,1,0,115.836196,32.898847,,cater,http://api.map.baidu.com/place/detail?uid=924074b55d434425eb56faa5&output=html&source=placeapi_v2,,10:00-22:00,,,,,,,,,,,,,,,,,,0
3350710a5bdc33dcbfa82201,菲芘酒吧(颍州中路店),美食,酒吧,安徽省,阜阳市,颍州区,安徽省阜阳市颍州区颍州中路309号,,1,0,115.831141,32.893392,,cater,http://api.map.baidu.com/place/detail?uid=3350710a5bdc33dcbfa82201&output=html&source=placeapi_v2,140.0,20:30-03:30,4.2,,,,,,,,0,,,,,,,115.83133921821,32.893392111074,0
9ed160ec9e46df1ca6da39a3,等Ta清吧,美食,酒吧,安徽省,阜阳市,颍州区,安徽省阜阳市颍州区文峰路41号,9ed160ec9e46df1ca6da39a3,1,0,115.836267,32.898837,15020015025,cater,http://api.map.baidu.com/place/detail?uid=9ed160ec9e46df1ca6da39a3&output=html&source=placeapi_v2,,19:00-02:00,,,,,,,,,,,,,,,,,,0
e8b41b9a8932159a81288ad0,怀旧演艺酒吧,美食,酒吧,安徽省,阜阳市,颍州区,阜阳市颍州区颍上北路德林大厦,e8b41b9a8932159a81288ad0,1,0,115.838466,32.899226,,cater,http://api.map.baidu.com/place/detail?uid=e8b41b9a8932159a81288ad0&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,,,0
