uid,name,cat_L1,cat_L2,province,city,area,address,street_id,detail,child_num,loc_lng,loc_lat,telephone,type,detail_url,price,shop_hours,overall_rating,taste_rating,service_rating,environment_rating,facility_rating,hygiene_rating,technology_rating,image_num,comment_num,groupon_num,discount_num,favorite_num,checkin_num,brand,content_tag,naviloc_lng,naviloc_lat,child_num
d2314a98bc0f26cbfbdc8547,花园韩京伯汤馆(简爱城店),美食,外国餐厅,安徽省,阜阳市,颍州区,安徽省阜阳市颍州区经济开发区纬五路与经六七路交叉口向西20米(中兴大药房对面路北),d2314a98bc0f26cbfbdc8547,1,0,115.868167,32.840989,18155876595,cater,http://api.map.baidu.com/place/detail?uid=d2314a98bc0f26cbfbdc8547&output=html&source=placeapi_v2,13.0,06:00-13:00,,,,,,,,,,,,,,,,115.8681444146,32.840869788621,0
d64aa893a470b543a1d230c4,健康餐饮配销中心,,,安徽省,阜阳市,颍州区,阜阳市颍州区紫云路阜阳农产品物流中心,,1,0,115.76078,32.852428,,life,http://api.map.baidu.com/place/detail?uid=d64aa893a470b543a1d230c4&output=html&source=placeapi_v2,,,,,,,,,,5,,,,,,,,,,0
b0bee94f8603fa5e2fb908cd,双清湾·ChiChi融合餐厅,美食,外国餐厅,安徽省,阜阳市,颍州区,安徽省阜阳市颍州区西清路双清湾公园西门50米,b0bee94f8603fa5e2fb908cd,1,0,115.800762,32.861337,15705581001,cater,http://api.map.baidu.com/place/detail?uid=b0bee94f8603fa5e2fb908cd&output=html&source=placeapi_v2,,11:00-23:00,3.6,,,,,,,1,,,,,,,,115.80082404953,32.861393596817,0
7f287a304a362defb817e7ea,米德澜牛排馆(西苑店),美食,外国餐厅,安徽省,阜阳市,颍州区,安徽省阜阳市颍州区清河西路西苑世纪名门夏莲苑1楼1幢111-211室,7f287a304a362defb817e7ea,1,0,115.798596,32.899416,"(0558)3526699,13956816986",cater,http://api.map.baidu.com/place/detail?uid=7f287a304a362defb817e7ea&output=html&source=placeapi_v2,34.0,10:00-22:00,4.1,,,,,,,,0,,,,,,,115.79864902462,32.899627385041,0
62b5c90b251cfc200a5cb38f,全顺铁板烧,美食,外国餐厅,安徽省,阜阳市,颍州区,安徽省阜阳市颍州区清河西路与西湖南路交叉路口往东南约150米(阜阳七彩世界欢乐城)阜阳七彩世界购物中心B1阜阳七彩世界购物中心F1,62b5c90b251cfc200a5cb38f,1,0,115.802847,32.897716,"18196678315,19909689598",cater,http://api.map.baidu.com/place/detail?uid=62b5c90b251cfc200a5cb38f&output=html&source=placeapi_v2,,10:00-23:30,3.4,,,,,,,,1,,,,,,,115.80276304107,32.897419671527,0
d8a3e8685c66c4de593ac88a,韩国年糕料理,美食,外国餐厅,安徽省,阜阳市,颍州区,颍州区清河西路99号红街,d8a3e8685c66c4de593ac88a,1,0,115.792881,32.901444,15055536368,cater,http://api.map.baidu.com/place/detail?uid=d8a3e8685c66c4de593ac88a&output=html&source=placeapi_v2,24.0,10:00-21:00,3.5,,,,,,,,,,,,,,,,,0
3df889d4a076916402294fb8,樱的乐寿司,美食,外国餐厅,安徽省,阜阳市,颍州区,阜阳市颍州区阜南路吾悦广场(阜阳店),,1,0,115.796399,32.8839,13501664077,cater,http://api.map.baidu.com/place/detail?uid=3df889d4a076916402294fb8&output=html&source=placeapi_v2,,10:00-22:00,,,,,,,,,,,,,,,,115.7959894627,32.883980364193,0
937a76035210b4fcc4f50df5,熙顺紫菜包饭(师院店),美食,外国餐厅,安徽省,阜阳市,颍州区,安徽省阜阳市颍州区学村美食广场内,937a76035210b4fcc4f50df5,1,0,115.792855,32.901238,15055551531,cater,http://api.map.baidu.com/place/detail?uid=937a76035210b4fcc4f50df5&output=html&source=placeapi_v2,,09:00-21:00,,,,,,,,,,,,,,,,,,0
5a2cf879f1558e967dc87605,石锅拌饭(大学城红街店),美食,外国餐厅,安徽省,阜阳市,颍州区,安徽省阜阳市颍州区清河路126~127号大学城红街2号楼1楼126号,,1,0,115.792418,32.902134,15055536368,cater,http://api.map.baidu.com/place/detail?uid=5a2cf879f1558e967dc87605&output=html&source=placeapi_v2,,"10:30-14:30,17:00-21:30",,,,,,,,,,,,,,,,115.79262191746,32.901381361825,0
d5779ccf777ad5817ab55c65,米花韩国炸鸡(阜阳店),美食,外国餐厅,安徽省,阜阳市,颍州区,安徽省阜阳市颍州区西湖南路43号,d5779ccf777ad5817ab55c65,1,0,115.802639,32.905221,18326882812,cater,http://api.map.baidu.com/place/detail?uid=d5779ccf777ad5817ab55c65&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,115.802710969,32.905202384521,0
